Administración responsable del Registro;Alta en RGFP;Arqueo GT;CFR;Capacidad del buque no aportable por:;Censo por modalidad;Código;Eslora total;Estado;IMO;IRCS;Imagen;Material del casco;Matrícula;Nombre;Potencia;Puerto base;Tipo de auxiliar
Secretaría General de Pesca;27/05/2024;6,16;ESP000100610;;ARTES MENORES EN CANTABRICO NW;100610;9,90 m;Alta Definitiva (desde el 27/05/2024);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/23100;Fibra de Vidrio/Plástico;3VILL-5-1-24;NOVO TRIUNFADOR;22,79 kW (31,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,17;ESP000050254;;ARTES MENORES EN CANTABRICO NW;50254;5,05 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/22683;Poliester;3VILL-5-469;NUEVA MARINERA;14,71 kW (20,0 CV);23340 - Villanueva, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,79;ESP000051738;;ARTES MENORES EN CANTABRICO NW;51738;0,00 m;Baja Definitiva (desde el 18/12/1997);-;-;;Madera;3VILL-5-207;NUEVA NIÑA;2,94 kW (4,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Galicia;03/12/2004;25,70;-;;;26135;16,00 m;Alta Definitiva (desde el 03/12/2004);-;EA7519;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/13898;Poliester;4VILL-5-7-03;NUEVO ALBORADA;183,87 kW (250,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);Auxiliar de bateas
Secretaría General de Pesca;19/05/1995;10,23;ESP000023003;;ARTES MENORES EN CANTABRICO NW;23003;13,50 m;Alta Definitiva (desde el 19/05/1995);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/22537;Madera;3VILL-5-10-94;NUEVO CAMARON DOS;71,32 kW (97,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;04/02/2000;4,10;ESP000024459;;ARTES MENORES EN CANTABRICO NW;24459;10,05 m;Alta Definitiva (desde el 04/02/2000);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/12252;Madera;3VILL-5-3-99;NUEVO CARIBE;34,56 kW (47,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Galicia;10/05/1989;15,64;-;;;6395;14,30 m;Alta Definitiva (desde el 19/10/2016);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4555;Madera;4VILL-5-6-91;NUEVO ESPERANZA;117,68 kW (160,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);Auxiliar de bateas
Galicia;07/09/1990;24,97;-;;;21805;12,95 m;Alta Definitiva (desde el 02/03/2017);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/9646;Madera;4VILL-5-7;NUEVO ESTAR;103,71 kW (141,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);Auxiliar de bateas
Secretaría General de Pesca;05/10/1994;9,87;ESP000022884;;ARTES MENORES EN CANTABRICO NW;22884;12,00 m;Baja Definitiva (desde el 25/09/2015);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/10694;Madera;3VILL-5-3-94;NUEVO FATIMA;22,06 kW (30,0 CV);23320 - Rianjo, A CORUÑA (GALICIA);
Galicia;10/05/1989;17,39;-;;;13807;14,95 m;Baja Definitiva (desde el 07/08/2025);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/7178;Madera;4VILL-5-4-91;NUEVO GAVILAN;132,39 kW (180,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);Auxiliar de bateas
Galicia;10/05/1989;8,72;-;;;13354;0,00 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/7016;Madera;4VILL-5-22-91;NUEVO JALISCO;17,65 kW (24,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);Auxiliar de bateas
Secretaría General de Pesca;19/10/1995;3,79;ESP000023086;;ARTES MENORES EN CANTABRICO NW;23086;9,39 m;Alta Definitiva (desde el 25/11/2025);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/21280;Madera;3VILL-5-2-95;NUEVO LOJIÑO;11,76 kW (16,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;13/01/1997;12,81;ESP000023377;;ARTES MENORES EN CANTABRICO NW;23377;13,14 m;Baja Definitiva (desde el 21/12/2017);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11177;Madera;3VILL-5-8-96;NUEVO MACAON;69,87 kW (95,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Galicia;10/05/1989;16,83;-;;;15552;14,15 m;Baja Definitiva (desde el 03/03/2023);-;-;;Madera;4VILL-5-23;NUEVO ORUÑA;121,36 kW (165,0 CV);23210 - Cabo de Cruz - Boiro, A CORUÑA (GALICIA);Auxiliar de bateas
Galicia;09/12/1994;8,60;-;;;14483;0,00 m;Baja Definitiva (desde el 03/09/2015);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/7441;Madera;4VILL-5-26-91;NUEVO RITA;71,34 kW (97,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);Auxiliar de bateas
Galicia;02/12/1999;43,50;-;;;24395;18,50 m;Alta Definitiva (desde el 02/12/1999);-;EA5009;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/12188;Poliester;4VILL-5-2-99;NUEVO SANDIA;161,81 kW (220,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);Auxiliar de bateas
Galicia;10/05/1989;16,46;-;;;14123;14,70 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/7280;Madera;4VILL-5-8-91;NUEVO SANTA IRENE;95,61 kW (130,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);Auxiliar de bateas
Secretaría General de Pesca;02/12/1998;3,14;ESP000024047;;ARTES MENORES EN CANTABRICO NW;24047;7,75 m;Alta Definitiva (desde el 02/12/1998);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11840;Poliester;3VILL-5-2-98;NUEVO SISAU;22,06 kW (30,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Galicia;10/05/1989;25,16;-;;;14443;0,00 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/7425;Madera;4VILL-5-7-91;NUEVO STELLA MARIS;121,36 kW (165,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);Auxiliar de bateas
Galicia;25/04/2006;47,58;-;;;26643;20,75 m;Alta Definitiva (desde el 25/04/2006);-;EA3462;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/14405;Poliester;4VILL-5-4-05;NUEVO TAYLA;161,81 kW (220,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);Auxiliar de bateas
Secretaría General de Pesca;10/05/1989;4,04;ESP000006200;;CERCO EN CANTABRICO NW;6200;10,90 m;Baja Definitiva (desde el 04/10/2004);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4423;Madera;3VILL-5-42;NUEVO TRANCHITO;41,19 kW (56,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;11/08/2006;72,37;ESP000026742;;CERCO EN CANTABRICO NW;26742;22,40 m;Alta Definitiva (desde el 03/01/2007);-;EA9250;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/21689;Acero;3VILL-5-2-04;NUEVO TRES COSTAS;367,65 kW (499,9 CV);22320 - Malpica de Bergantiños, A CORUÑA (GALICIA);
Secretaría General de Pesca;31/12/1987;1,22;ESP000051622;;ARTES MENORES EN CANTABRICO NW;51622;5,55 m;Alta Definitiva (desde el 31/12/1987);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16207;Poliester;3VILL-5-645;NUÑEZ;18,38 kW (25,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;15/12/1999;44,83;ESP000024391;;CERCO EN CANTABRICO NW;24391;18,00 m;Baja Definitiva (desde el 04/06/2004);-;EA4024;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/12184;Acero;3VILL-5-5-99;O BAHIA;213,29 kW (290,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;16/06/2017;2,57;ESP000027777;;ARTES MENORES EN CANTABRICO NW;27777;7,83 m;Alta Definitiva (desde el 31/05/2018);-;-;;Poliester;3VILL-5-1-15;O LORO;14,71 kW (20,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;20/10/1998;10,70;ESP000024000;;CERCO EN CANTABRICO NW;24000;12,75 m;Alta Definitiva (desde el 20/10/1998);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11793;Madera;3VILL-5-1-98;O MALAYO;35,29 kW (48,0 CV);21440 - Puentedeume, A CORUÑA (GALICIA);
Secretaría General de Pesca;31/12/1988;13,15;ESP000015684;;ARTES MENORES EN CANTABRICO NW;15684;13,40 m;Baja Definitiva (desde el 03/06/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8082;Madera;3VILL-5-678;O PATRON;69,87 kW (95,0 CV);14800 - Luarca, ASTURIAS (PRINCIPADO DE ASTURIAS);
Galicia;15/03/2024;59,67;-;;;100598;20,00 m;Alta Definitiva (desde el 15/03/2024);-;EA5519;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/23075;Poliester;4VILL-5-1-23;O PESCADOR;386,00 kW (524,8 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);Auxiliar de bateas
Secretaría General de Pesca;02/11/2016;24,84;ESP000027751;;CERCO EN CANTABRICO NW;27751;14,99 m;Alta Definitiva (desde el 20/02/2017);-;EA4707;;Acero;3VILL-5-2-16;O ROQUE;55,15 kW (75,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;22/04/1997;66,61;ESP000023474;;CERCO EN CANTABRICO NW;23474;19,40 m;Alta Definitiva (desde el 22/04/1997);2845856;EA2970;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11274;Acero;3VILL-5-1-97;O VISCAYA;143,38 kW (194,9 CV);24500 - Vigo, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,45;ESP000050260;;ARTES MENORES EN CANTABRICO NW;50260;4,50 m;Baja Definitiva (desde el 03/07/2008);-;-;;Madera;3VILL-5-206;OCA;5,88 kW (8,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,50;ESP000051740;ART 5 RD 1081/2012. NO APORT COMO BAJA. NO AYUDAS.NO TRANSMISION.;ARTES MENORES EN CANTABRICO NW;51740;6,00 m;Baja Provisional (desde el 06/02/2026);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/21890;Poliester;3VILL-5-513;OCEANIA;36,76 kW (50,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,87;ESP000051777;;ARTES MENORES EN CANTABRICO NW;51777;0,00 m;Baja Definitiva (desde el 17/07/2001);-;-;;Poliester;3VILL-5-591;OFHELL;0,00 kW (0,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,11;ESP000051776;;ARTES MENORES EN CANTABRICO NW;51776;5,30 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16292;Poliester;3VILL-5-517;OLAYA;22,06 kW (30,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;08/11/1995;7,63;ESP000023091;;ARTES MENORES EN CANTABRICO NW;23091;11,25 m;Baja Definitiva (desde el 05/12/2018);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/10897;Madera;3VILL-5-8-94;OLISAN;69,14 kW (94,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000006214;;ARTES MENORES EN CANTABRICO NW;6214;0,00 m;Baja Definitiva (desde el 13/06/1994);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4436;Madera;3VILL-5-44;OLVEIRA;36,04 kW (49,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000053373;;-;53373;0,00 m;Baja Definitiva (desde el 25/10/1991);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17285;Madera;3VILL-5-56;ONS;9,56 kW (13,0 CV);24300 - Bueu, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;01/04/1997;1,11;ESP000057533;;ARTES MENORES EN CANTABRICO NW;57533;5,30 m;Alta Definitiva (desde el 01/04/1997);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/22234;Poliester;3VILL-5-500;ORION;22,06 kW (30,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,27;ESP000051737;;ARTES MENORES EN CANTABRICO NW;51737;5,30 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16264;Poliester;3VILL-5-230;OTILIA;18,38 kW (25,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,45;ESP000050259;;ARTES MENORES EN CANTABRICO NW;50259;5,84 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/15624;Poliester;3VILL-5-320;OTRA COSA;36,76 kW (50,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Galicia;10/05/1989;26,96;-;;;16051;14,10 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8343;Madera;4VILL-5-16-91;PALMEIRAN;68,40 kW (93,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);Auxiliar de bateas
Secretaría General de Pesca;15/10/1997;1,26;ESP000057683;;ARTES MENORES EN CANTABRICO NW;57683;5,60 m;Alta Definitiva (desde el 15/10/1997);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/19574;Poliester;3VILL-5-199;PALMIRA;36,76 kW (50,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;09/06/1999;0,83;ESP000057852;;ARTES MENORES EN CANTABRICO NW;57852;4,90 m;Alta Definitiva (desde el 09/06/1999);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/19708;Poliester;3VILL-5-13-97;PALOMA;2,94 kW (4,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,36;ESP000051703;;ARTES MENORES EN CANTABRICO NW;51703;4,40 m;Baja Definitiva (desde el 02/07/2008);-;-;;Madera;3VILL-5-391;PANTRIGUEIRA;5,15 kW (7,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;2,99;ESP000005942;;ARTES MENORES EN CANTABRICO NW;5942;0,00 m;Baja Definitiva (desde el 28/11/2001);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4251;Madera;3VILL-5-697;PAQUITA;55,16 kW (75,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,67;ESP000050258;;ARTES MENORES EN CANTABRICO NW;50258;5,40 m;Baja Definitiva (desde el 23/02/2004);-;-;;Madera;3VILL-5-21;PARRANDA;29,42 kW (40,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,11;ESP000050261;;ARTES MENORES EN CANTABRICO NW;50261;5,25 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/21893;Poliester;3VILL-5-387;PATELA;18,38 kW (25,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,40;ESP000051743;;ARTES MENORES EN CANTABRICO NW;51743;4,20 m;Baja Definitiva (desde el 02/07/2008);-;-;;Madera;3VILL-5-250;PATON;2,94 kW (4,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,47;ESP000055924;;ARTES MENORES EN CANTABRICO NW;55924;4,80 m;Baja Definitiva (desde el 10/07/2008);-;-;;Madera;3VILL-5-615;PAULA Y ANA;7,35 kW (10,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;5,19;ESP000003350;;ARTES MENORES EN CANTABRICO NW;3350;10,50 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/23093;Madera;3VILL-5-626;PAVIA;17,65 kW (24,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,26;ESP000050136;;ARTES MENORES EN CANTABRICO NW;50136;5,35 m;Baja Provisional (desde el 23/05/2023);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/21865;Poliester;3VILL-5-538;PEJOS;18,38 kW (25,0 CV);23400 - El Grove, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,64;ESP000051748;;ARTES MENORES EN CANTABRICO NW;51748;4,70 m;Baja Provisional (desde el 21/10/2021);-;-;;Madera;3VILL-5-686;PELON;2,94 kW (4,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,39;ESP000051702;;ARTES MENORES EN CANTABRICO NW;51702;4,30 m;Baja Definitiva (desde el 23/06/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16253;Madera;3VILL-5-333;PELOURO;36,77 kW (50,0 CV);23340 - Villanueva, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,19;ESP000051805;;ARTES MENORES EN CANTABRICO NW;51805;5,48 m;Alta Definitiva (desde el 09/10/2014);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16311;Poliester;3VILL-5-277;PEPITA;22,06 kW (30,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Galicia;10/06/1992;0,95;-;;;56593;0,00 m;Alta Definitiva (desde el 10/06/1992);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/18652;Poliester;4VILL-5-8;PERLA;128,71 kW (175,0 CV);23310 - Carril, PONTEVEDRA (GALICIA);Auxiliar de cultivos marinos
Secretaría General de Pesca;10/05/1989;1,11;ESP000051649;;ARTES MENORES EN CANTABRICO NW;51649;5,30 m;Alta Definitiva (desde el 02/06/2023);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16223;Poliester;3VILL-5-200;PERLISTA;22,06 kW (30,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,58;ESP000051723;;ARTES MENORES EN CANTABRICO NW;51723;0,00 m;Baja Definitiva (desde el 14/10/1998);-;-;;Madera;3VILL-5-409;PEXEGO;0,00 kW (0,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;24/11/1998;0,83;ESP000057804;;ARTES MENORES EN CANTABRICO NW;57804;4,90 m;Baja Provisional (desde el 07/01/2021);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/19667;Poliester;3VILL-5-6-97;PEXEGO UNO;12,50 kW (17,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Galicia;30/09/2004;1,11;-;;;58226;5,45 m;Alta Definitiva (desde el 30/09/2004);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/20027;Poliester;4VILL-5-4-02;PIBE;36,77 kW (50,0 CV);23310 - Carril, PONTEVEDRA (GALICIA);Auxiliar de cultivos marinos
Secretaría General de Pesca;10/05/1989;0,42;ESP000051707;;ARTES MENORES EN CANTABRICO NW;51707;4,30 m;Baja Definitiva (desde el 10/07/2008);-;-;;Madera;3VILL-5-588;PILAR;0,00 kW (0,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,26;ESP000051620;;ARTES MENORES EN CANTABRICO NW;51620;5,65 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16205;Poliester;3VILL-5-637;PILLADO;14,71 kW (20,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,53;ESP000050263;;ARTES MENORES EN CANTABRICO NW;50263;0,00 m;Baja Definitiva (desde el 08/04/1997);-;-;;Madera;3VILL-5-135;PIMPOLLO;0,00 kW (0,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;16/09/2005;2,35;ESP000026434;;ARTES MENORES EN CANTABRICO NW;26434;8,00 m;Baja Definitiva (desde el 21/01/2021);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/14197;Poliester;3VILL-5-6-05;PIRATA DEL CARIBE;11,77 kW (16,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,14;ESP000050438;;ARTES MENORES EN CANTABRICO NW;50438;5,50 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/15688;Poliester;3VILL-5-30;PIRRI;36,76 kW (50,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Galicia;23/08/2022;1,28;-;;;100374;5,80 m;Alta Definitiva (desde el 10/11/2022);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/22795;Fibra de Vidrio/Plástico;4VILL-5-2-09;PIRRI UNO;36,77 kW (50,0 CV);23330 - Villajuan, PONTEVEDRA (GALICIA);Auxiliar de cultivos marinos
Secretaría General de Pesca;10/05/1989;0,44;ESP000050262;;ARTES MENORES EN CANTABRICO NW;50262;4,40 m;Baja Definitiva (desde el 03/07/2008);-;-;;Madera;3VILL-5-111;PIRRIN;7,35 kW (10,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;26/10/1989;6,99;ESP000021577;;ARTES MENORES EN CANTABRICO NW;21577;11,40 m;Baja Definitiva (desde el 22/09/2004);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/9431;Madera;3VILL-5-761;PITA;35,30 kW (48,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000055922;;-;55922;0,00 m;Baja Definitiva (desde el 28/09/1993);-;-;;Madera;3VILL-5-332;PITUS;29,42 kW (40,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;22/11/1996;0,97;ESP000057385;;ARTES MENORES EN CANTABRICO NW;57385;5,35 m;Alta Definitiva (desde el 22/11/1996);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/19358;Poliester;3VILL-5-3-92;PITUS;36,76 kW (50,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,53;ESP000050457;;ARTES MENORES EN CANTABRICO NW;50457;4,50 m;Baja Definitiva (desde el 03/07/2008);-;-;;Madera;3VILL-5-364;PIVA;0,00 kW (0,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,29;ESP000051741;;ARTES MENORES EN CANTABRICO NW;51741;5,43 m;Baja Definitiva (desde el 01/12/2022);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16266;Poliester;3VILL-5-512;PIZARRO;22,06 kW (30,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;02/12/2022;1,56;ESP000100419;;ARTES MENORES EN CANTABRICO NW;100419;6,15 m;Alta Definitiva (desde el 22/12/2023);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/23032;Fibra de Vidrio/Plástico;3VILL-5-1-22;PIZARRO UNO;22,06 kW (30,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,38;ESP000051746;;ARTES MENORES EN CANTABRICO NW;51746;0,00 m;Baja Definitiva (desde el 09/01/1998);-;-;;Madera;3VILL-5-280;PLEAMAR;5,88 kW (8,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;23/02/2000;1,13;ESP000057906;;ARTES MENORES EN CANTABRICO NW;57906;5,47 m;Alta Definitiva (desde el 23/02/2000);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/19757;Poliester;3VILL-5-7-98;POMBAL;22,06 kW (30,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,43;ESP000051035;;ARTES MENORES EN CANTABRICO NW;51035;4,35 m;Baja Definitiva (desde el 19/07/2017);-;-;;Madera;3VILL-5-234;POR MAR;4,41 kW (6,0 CV);23340 - Villanueva, PONTEVEDRA (GALICIA);
Galicia;10/05/1989;40,36;-;;;15080;17,30 m;Alta Definitiva (desde el 10/05/1989);-;EA9682;;Madera;4VILL-5-5-91;PORRANS;121,36 kW (165,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);Auxiliar de bateas
Secretaría General de Pesca;23/01/2007;3,00;ESP000026871;;ARTES MENORES EN CANTABRICO NW;26871;9,50 m;Alta Definitiva (desde el 21/11/2007);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/14633;Poliester;3VILL-5-2-06;PORTO SANTOME;22,06 kW (30,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
