CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
LVA000000111;;LVA;;;112.00;0.00;0.00;;25.45;22.00;BERNĀTI;LVL2015;LVL2015;Liepaja;;Y;YL2097;Y;Y;Y;;;FX;;OTM, OTB;220.50;0.00;Metal;;1976-12-31;MFL;1976-01-01;2008-12-17;
LVA000000112;;LVA;;;109.00;0.00;0.00;;25.50;22.00;BETA;LVV1508;LVV1508;Ventspils;;Y;YL2043;Y;Y;Y;;;FX;;OTM, OTB;220.00;0.00;Metal;;1984-12-31;MFL;1984-01-01;2013-08-13;
LVA000000113;;LVA;;;112.00;0.00;0.00;;25.45;22.00;BEVERĪNA;LVL2011;LVL2011;Liepaja;;Y;YL2091;Y;Y;Y;;;FX;;OTM, OTB;368.00;0.00;Metal;;1972-12-31;MFL;1972-01-01;2010-12-16;
LVA000000114;;LVA;;;109.00;0.00;0.00;;25.40;22.00;BONIVARS;LVV1509;LVV1509;Ventspils;;Y;YL2044;Y;Y;Y;;;FX;;OTM, OTB;220.00;0.00;Metal;;1985-12-31;MFL;1985-01-01;2009-05-07;
LVA000000116;;LVA;;;85.00;0.00;0.00;;27.10;24.60;BIRZUPE;LVL2028;LVL2028;Liepaja;;Y;YL2116;Y;Y;Y;;;FX;;GNS, NO;221.00;0.00;Metal;;1975-12-31;MFL;1975-01-01;2009-05-26;
LVA000000117;;LVA;;;83.00;0.00;0.00;;27.10;24.60;BIRZE;LVL2056;LVL2056;Liepaja;;Y;YL2096;Y;Y;Y;;;FX;;GNS, NO;220.00;0.00;Metal;;1967-12-31;MFL;1967-01-01;2005-02-02;
LVA000000118;;LVA;;;112.00;0.00;0.00;;25.45;22.00;BIKSTI;LVL2065;LVL2065;Liepaja;;Y;YL2118;Y;Y;Y;;;FX;;OTM, NO;368.00;0.00;Metal;;1985-12-31;MFL;1985-01-01;2009-04-28;
LVA000000120;;LVA;;;71.00;0.00;0.00;;25.23;22.00;BĒRZUPE;LVR0699;LVR0699;Riga;;Y;YL2243;Y;Y;Y;;;FX;;GNS, GND;132.00;0.00;Metal;;1970-12-31;MFL;1970-01-01;2009-06-26;
LVA000000122;;LVA;;;112.00;0.00;0.00;;25.45;22.00;BĒNE;LVL2008;LVL2008;Liepaja;;Y;YL2093;N;Y;Y;;;FX;;OTM, NO;220.00;0.00;Metal;;1974-01-01;MFL;1974-01-01;;2014-12-02
LVA000000123;275214000;LVA;;;110.00;0.00;0.00;;25.45;22.00;BROCĒNI;LVL2038;LVL2038;Liepaja;;Y;YL2100;Y;Y;Y;8722654;;FX;;OTM, OTB;221.00;42.00;Metal;;1985-01-01;MFL;1985-01-01;;
