CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
FRA000279045;;FRA;;;0.00;1.72;0.00;;7.00;0.00;GAVROCHE;279045;AD 279045;United Kingdom;;Y;FU9331;N;;;;;FX;;NK, NO;22.00;0.00;;;1975-07-01;A10;;1991-11-28;
FRA000279046;;FRA;;;4.46;4.41;0.00;;8.10;0.00;LUDOVIC JOSEPH;279046;CM 279046;;;Y;FW3161;N;;;;;FX;;GNS, NO;37.00;0.00;Wood;;1984-05-04;MFL;1964-01-01;;2004-03-13
FRA000279047;;FRA;;;0.00;15.85;0.00;;11.30;0.00;VIERGE DE LA MER;279047;CN 279047;United Kingdom;;Y;FTBP;N;;;;;FX;;DRB, OTB;129.00;0.00;Wood;;1975-07-01;A10;1964-01-01;1995-04-28;
FRA000279048;227627660;FRA;;;3.54;5.39;0.00;;8.59;0.00;REFUGE;279048;DZ279048;Douarnenez;;Y;FS9997;N;N;Y;;;LO;;LLS, GTR, FPO, LTL;51.00;0.00;Wood;;1975-07-01;MFL;1964-01-01;;
FRA000279050;;FRA;;;0.00;5.99;0.00;;8.33;0.00;PATIENCE;279050;AD 279050;United Kingdom;;Y;FS8241;N;;;;;FX;;NK, NO;97.00;0.00;;;1975-07-02;A10;;1991-12-18;
FRA000279055;;FRA;;;0.00;3.34;0.00;;7.56;0.00;AMI DES FLOTS;279055;GV 279055;;;Y;FS9917;N;;;;;FX;;NK, NO;25.00;0.00;Wood;;1975-07-02;A10;1965-01-01;1994-09-29;
FRA000279056;;FRA;;;0.00;5.69;0.00;;9.52;0.00;L'IMPREVU;279056;NO 279056;;;Y;FO9280;N;;;;;FX;;NK, NO;87.00;0.00;;;1975-07-03;A10;;;1993-02-04
FRA000279057;;FRA;;;0.00;3.46;0.00;;7.63;0.00;SANTEZ EDWETT;279057;AD 279057;United Kingdom;;Y;FU9346;N;;;;;FX;;NK, NO;26.00;0.00;;;1986-09-02;A10;;;1994-08-23
FRA000279059;;FRA;;;2.28;2.82;0.00;;6.78;0.00;JEAN XXIII;279059;CC279059;Concarneau;;N;;N;N;N;;;FX;;FPO, GNS;37.00;0.00;Wood;;1975-07-03;MFL;1966-01-01;;2024-10-28
FRA000279063;;FRA;;;1.42;1.95;0.00;;6.50;0.00;MARIE JOCONDE;279063;BR 279063;United Kingdom;;N;;N;;;;;FX;;LTL, DRB;39.00;0.00;Wood;;1975-07-03;MFL;1966-01-01;;2007-10-17
FRA000279065;;FRA;;;0.00;2.66;0.00;;7.75;0.00;EGALITE;279065;GV 279065;;;Y;FH8123;N;;;;;FX;;NK, NO;29.00;0.00;;;1975-07-03;A10;;1993-01-18;
FRA000279072;;FRA;;;0.00;4.93;0.00;;8.10;0.00;GAVEG ATAO;279072;BR 279072;United Kingdom;;Y;FI5141;N;;;;;FX;;NK, NO;29.00;0.00;;;1975-07-02;A10;;1991-12-30;
FRA000279074;;FRA;;;0.00;3.85;0.00;;6.98;0.00;EOLE;279074;AD 279074;United Kingdom;;Y;FH9533;N;;;;;FX;;NK, NO;24.00;0.00;;;1984-01-24;A10;;1991-12-06;
FRA000279075;;FRA;;;0.00;4.38;0.00;;8.90;0.00;MAB AR MOR;279075;AD 279075;United Kingdom;;Y;FT7922;N;;;;;FX;;NK, NO;44.00;0.00;;;1984-03-22;A10;;1991-12-05;
FRA000279077;;FRA;;;0.00;3.63;0.00;;7.10;0.00;SAINT SAUVEUR;279077;GV 279077;;;Y;FH5547;N;;;;;FX;;NK, NO;37.00;0.00;;;1985-12-04;A10;;;1993-04-16
FRA000279080;;FRA;;;6.29;5.82;0.00;;8.18;0.00;STEPHANE;279080;PL 279080;United Kingdom;;Y;FS5488;N;;;;;FX;;DRB, OTB;104.00;0.00;Wood;;1975-07-04;MFL;1962-01-01;2004-08-09;
FRA000279084;227639060;FRA;;;5.85;7.63;0.00;;8.82;0.00;ANTONIN SEBASTIEN;279084;CN279084;Caen;;Y;FGD3552;N;N;Y;;;FX;;OTB, NO;80.00;0.00;Wood;;1975-07-03;MFL;1971-01-01;;2023-05-31
FRA000279087;;FRA;;;23.98;20.86;0.00;;12.40;11.05;LE PETIT METIER;279087;PL 279087;United Kingdom;;Y;FH9017;N;;;;;FX;;LLD, OTB;158.00;0.00;;;1975-07-03;4F2;;2000-05-18;
FRA000279088;;FRA;;;0.00;20.89;0.00;;14.00;0.00;POUSSE AU LARGE;279088;DP 279088;;;Y;FH6568;N;;;;;FX;;NK, NO;177.00;0.00;;;1975-07-03;A20;;1990-12-14;
FRA000279090;;FRA;;;0.00;17.47;0.00;;11.46;0.00;COLIBRI;279090;SB 279090;;;Y;FP5478;N;;;;;FX;;NK, NO;88.00;0.00;;;1975-07-03;A10;;1991-11-20;
FRA000279091;227639050;FRA;;;6.96;5.97;0.00;;9.40;0.00;BRENN AR MOR;279091;AY279091;;;Y;FV8755;N;N;Y;;;FX;;OTB, DRB, OTM;109.00;0.00;Wood;;1975-07-03;MFL;1969-01-01;2020-02-28;
FRA000279092;;FRA;;;1.04;1.55;0.00;;4.50;0.00;PESK BIHEN;279092;AD 279092;United Kingdom;;N;;N;;;;;FX;;LTL, GNS;11.00;0.00;Wood;;1984-06-13;MFL;1969-01-01;;2009-12-09
FRA000279093;;FRA;;;0.00;5.54;0.00;;8.13;0.00;CARINE;279093;CN 279093;United Kingdom;;Y;FG7657;N;;;;;FX;;OTB, NO;102.00;0.00;;;1975-07-11;4F2;;2001-04-15;
FRA000279097;;FRA;;;7.34;7.97;0.00;;9.10;0.00;CANDY;279097;LR 279097;United Kingdom;;Y;FT6244;N;;;;;FX;;DRB, FPO;115.00;0.00;Wood;;1975-07-03;MFL;1970-01-01;2009-12-24;
FRA000279098;;FRA;;;0.00;4.22;0.00;;6.44;0.00;VERO;279098;AD 279098;United Kingdom;;Y;FU9359;N;;;;;FX;;NK, NO;59.00;0.00;;;1975-07-03;A10;;1991-11-21;
FRA000279100;;FRA;;;0.00;4.16;0.00;;7.10;0.00;LA PAIMPOLAISE;279100;CM 279100;;;N;;N;;;;;FX;;NK, NO;22.00;0.00;Wood;;1975-07-03;A10;1965-01-01;1994-03-22;
FRA000279101;;FRA;;;0.00;4.06;0.00;;7.97;0.00;MICHEL;279101;AD 279101;United Kingdom;;N;;N;;;;;FX;;NK, NO;52.00;0.00;;;1975-07-03;A10;;1991-11-21;
FRA000279106;227268150;FRA;;;3.32;4.07;0.00;;7.23;0.00;AVENTUREUX;279106;AY279106;Auray;;Y;FT7919;N;N;Y;9192521;;FX;;FPO, LLS;44.00;0.00;Wood;;1984-05-11;MFL;1971-01-01;;
FRA000279108;227643280;FRA;;;23.15;19.33;0.00;;13.42;12.82;FALMOUTH;279108;CC279108;Concarneau;;Y;FT9346;Y;N;Y;;;FX;;OTB, DRB;109.00;0.00;Wood;;2020-12-08;MFL;1971-01-01;;
