CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
DNK000027607;;DNK;;;2.10;0.00;0.00;;6.51;0.00;KARINA;ND384;ND384;;;N;;N;;;;;WO;;GNS, NO;16.00;0.00;;;1977-01-01;4B1;;;2000-09-25
DNK000027608;;DNK;;;1.40;0.00;0.00;;7.20;7.20;EVA;;HG121;;;N;;N;N;N;;;GO;;GNS, NO;29.00;0.00;Fiber/Plastic;;2019-05-21;MFL;1995-01-01;;2016-05-11
DNK000027611;;DNK;;;1.96;0.00;0.00;;6.37;0.00;CONNIE;ND270;ND270;;;N;;N;;;;;FX;;GNS, GND;7.00;0.00;;;1994-01-01;B08;;;1996-11-22
DNK000027617;;DNK;;;2.00;0.00;0.00;;6.40;6.40;HOP;;KE65;;;N;;N;N;N;;;FX;;GNS, GND, LTL;0.00;0.00;Wood;;1970-01-01;MFL;1970-01-01;;2020-06-12
DNK000027618;;DNK;;;1.90;0.00;0.00;;6.22;0.00;EL FRIDA;RI91;RI91;;;N;;N;;;;;MTG;;GNS, OTB;13.00;0.00;Fiber/Plastic;;1977-01-01;MFL;1977-01-01;;2004-05-25
DNK000027622;;DNK;;;0.20;0.00;0.00;;4.95;0.00;JOAN;NF310;NF310;;;N;;N;;;;;FX;;GNS, GND;22.00;0.00;;;1987-01-01;B08;;;1996-02-07
DNK000027624;;DNK;;;2.00;0.00;0.00;;6.30;0.00;LENA;SG238;SG238;;;N;;N;;;;;FX;;GNS, GND;13.00;0.00;;;1987-01-01;4B1;;;1998-04-29
DNK000027641;;DNK;;;0.60;0.00;0.00;;5.90;5.90;ANNE-METTE;;H69;;;N;;N;N;N;;;FX;;GNS, GND, LTL;0.00;0.00;Fiber/Plastic;;1994-01-01;MFL;1984-01-01;;2013-11-13
DNK000027642;;DNK;;;0.40;0.00;0.00;;5.10;0.00;LINE;H70;H70;;;N;;N;;;;;FX;;GNS, GND;4.00;0.00;;;1994-01-01;4B1;;;2000-03-27
DNK000027656;;DNK;;;1.30;0.00;0.00;;5.99;0.00;BASSE;FN216;FN216;;;N;;N;;;;;FX;;GNS, GND;18.00;0.00;;;1980-01-01;B08;;;1996-08-09
DNK000027660;;DNK;;;0.30;0.00;0.00;;4.10;0.00;JUST;RI400;RI400;;;N;;N;;;;;FX;;GNS, GND;3.00;0.00;Wood;;1994-01-01;MFL;1935-01-01;;2005-03-22
DNK000027663;;DNK;;;0.10;0.00;0.00;;4.60;0.00;EVA;E39;E39;;;N;;N;;;;;FX;;GNS, GND;7.00;0.00;;;1994-01-01;B08;;;1996-06-06
DNK000027664;;DNK;;;0.10;0.00;0.00;;4.74;0.00;MINNA;E41;E41;;;N;;N;;;;;FX;;GNS, GND;7.00;0.00;;;1994-01-01;B08;;;1996-07-31
DNK000027668;;DNK;;;0.90;0.00;0.00;;5.40;5.40;SIMONE 6;DNK000027668;O58;Kerteminde;;N;;N;N;N;;;FX;;GNS, FPO, LLS, FYK;7.00;0.00;Fiber/Plastic;;1994-01-01;MFL;1974-01-01;;
DNK000027669;;DNK;;;0.80;0.00;0.00;;5.35;0.00;FJORDREJEN;KA1;KA1;;;N;;N;;;;;FX;;GNS;4.00;0.00;Fiber/Plastic;;1994-01-01;MFL;1984-01-01;;
DNK000027670;;DNK;;;0.40;0.00;0.00;;4.85;4.85;MATHILDE;DNK000027670;KA25;Odden;;N;;N;N;N;;;FX;;GNS, FYK, FPO, LLS;40.00;0.00;Fiber/Plastic;;1994-01-01;MFL;1984-01-01;;2023-11-30
DNK000027673;;DNK;;;1.00;0.00;0.00;;5.09;0.00;MARLENE;R396;R396;;;N;;N;;;;;FX;;GNS, GND;22.00;0.00;;;1994-01-01;B08;;;1996-07-31
DNK000027676;;DNK;;;0.80;0.00;0.00;;4.86;0.00;MINI FINET;T61;T61;;;N;;N;;;;;FX;;GNS, GND;22.00;0.00;;;1994-01-01;B08;;;1996-03-07
DNK000027684;;DNK;;;1.30;0.00;0.00;;5.55;0.00;DELFINEN;H87;H87;;;N;;N;;;;;WO;;GNS, GTR;7.00;0.00;;;1996-01-01;4B1;;;2000-12-28
DNK000027686;;DNK;;;2.80;0.00;0.00;;7.99;7.30;OIANA;DNK000027686;ND42;Bøgeskoven;;Y;XPB9811;N;N;N;;;WO;;GNS, NK, LLS, OTB;26.00;0.00;Fiber/Plastic;;1996-01-01;MFL;1950-01-01;;2022-09-28
DNK000027690;;DNK;;;0.80;0.00;0.00;;5.69;0.00;BRITT;SG169;SG169;;;N;;N;;;;;FX;;GNS, GND;7.00;0.00;;;1994-01-01;B08;;;1996-05-10
DNK000027693;;DNK;;;0.10;0.00;0.00;;4.20;4.20;LOUISE;;RI456;;;N;;N;N;N;;;FX;;GNS;6.00;0.00;Wood;;1982-01-01;4B1;1982-01-01;;2001-05-07
DNK000027694;;DNK;;;146.80;0.00;0.00;;19.55;19.55;JEPPE HANSEN;;O195;;;Y;OYBY;Y;Y;Y;;;TT;;OTB, NO;346.00;59.00;Metal;;1992-01-01;MFL;1992-01-01;2006-09-22;
DNK000027703;;DNK;;;0.60;0.00;0.00;;4.25;4.25;BETTE;DNK000027703;RI449;Hvide Sande;;N;;N;N;N;;;FX;;GNS, LTL, LLS;6.00;0.00;Fiber/Plastic;;1975-01-01;MFL;1975-05-01;;2025-04-08
DNK000027705;;DNK;;;0.60;0.00;0.00;;4.43;0.00;TOM;HG132;HG132;;;N;;N;;;;;FX;;GNS;6.00;0.00;Fiber/Plastic;;1994-01-01;MFL;1988-01-01;;2011-05-02
DNK000027707;;DNK;;;1.30;0.00;0.00;;5.99;0.00;JYTTE;RI465;RI465;;;N;;N;;;;;FX;;GNS, GND;7.00;0.00;Fiber/Plastic;;1966-01-01;MFL;1966-01-01;;2018-05-09
DNK000027711;;DNK;;;0.60;0.00;0.00;;5.60;0.00;KNOLD;A146;A146;;;N;;N;;;;;FX;;GNS, GND;2.00;0.00;;;1981-01-01;4B1;;2000-12-31;
DNK000027716;;DNK;;;0.60;0.00;0.00;;5.10;5.10;LÆRKE;DNK000027716;O78;Bogense;;N;;N;N;N;;;WO;;GNS, LLS, FPO, FYK;11.00;0.00;Wood;;1983-01-01;MFL;1983-01-01;;
DNK000027724;;DNK;;;0.30;0.00;0.00;;5.20;0.00;ANETTE;RI459;RI459;;;N;;N;;;;;FX;;GNS, GND;66.00;0.00;Metal;;1996-01-01;MFL;1988-01-01;;2004-03-03
DNK000027725;;DNK;;;0.20;0.00;0.00;;4.20;4.20;ELSE;;E20;;;N;;N;N;N;;;FX;;GNS, OTB, SDN;3.00;0.00;Wood;;1996-01-01;MFL;1996-01-01;;2014-06-24
DNK000027726;;DNK;;;1.20;0.00;0.00;;5.90;0.00;HELENA;RI451;RI451;;;N;;N;;;;;FX;;GNS, GND;9.00;0.00;;;1996-01-01;4B1;;;2000-08-15
DNK000027731;;DNK;;;0.60;0.00;0.00;;4.40;0.00;TIT;KA44;KA44;;;N;;N;;;;;FX;;GNS;3.00;0.00;Fiber/Plastic;;1995-01-01;MFL;1980-01-01;;2004-08-09
DNK000027732;;DNK;;;1.20;0.00;0.00;;5.70;0.00;KAP;RI455;RI455;;;N;;N;;;;;FX;;GNS;6.00;0.00;;;1995-01-01;4B1;;;2002-02-06
DNK000027734;;DNK;;;0.80;0.00;0.00;;5.10;0.00;MILLE;RI463;RI463;;;N;;N;;;;;FX;;GNS, GND;4.00;0.00;;;1996-01-01;4B1;;;1999-03-17
DNK000027735;;DNK;;;1.10;0.00;0.00;;5.60;5.60;MORTEN;;RI464;;;N;;N;N;N;;;FX;;GNS, LTL;6.00;0.00;Wood;;1996-01-01;MFL;1996-01-01;;2021-02-23
DNK000027737;;DNK;;;0.70;0.00;0.00;;5.10;5.10;NC 17;DNK000027737;A49;Valsted;;N;;N;N;N;;;FX;;GNS, LTL, NK;11.00;0.00;Fiber/Plastic;;1984-01-01;MFL;1984-01-01;;
DNK000027738;;DNK;;;0.20;0.00;0.00;;4.20;0.00;JETTE;A52;A52;;;N;;N;;;;;FX;;GNS, GND;11.00;0.00;;;1996-01-01;4B1;;;2001-11-30
DNK000027739;;DNK;;;0.70;0.00;0.00;;5.40;0.00;AASE;A107;A107;;;N;;N;;;;;FX;;GNS, GND;7.00;0.00;;;1996-01-01;4B1;;;1998-11-06
DNK000027746;;DNK;;;0.50;0.00;0.00;;5.00;0.00;CHRISTINNA;A124;A124;;;N;;N;;;;;FX;;GNS, GND;7.00;0.00;;;1983-01-01;4B1;;;1998-08-17
DNK000027750;;DNK;;;1.50;0.00;0.00;;5.40;0.00;SVÆRFISKEN;ND390;ND390;;;N;;N;;;;;FX;;GNS, GND;0.00;0.00;;;1996-01-01;B08;;;1996-03-07
