Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
PRT;PRT000017545;;RET;2000-07-27;2000-07-27;VE-463-L;VE-463-L;LENDA MARIA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;5.57;0.00;1.27;1.54;0.00;6.00;0.00;1;1984-01-15;4K9;;;PA;1984-01-01
PRT;PRT000017546;;RET;2005-12-27;2005-12-27;VE-465-L;VE-465-L;FUNCHAL;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;5.65;0.00;1.04;1.37;0.00;7.46;0.00;1;1984-07-30;4K9;;;PA;1984-01-01
PRT;PRT000017547;;RET;1995-08-14;1995-08-14;VE-477-L;VE-477-L;RAIMUNDO;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;5.33;0.00;0.78;1.08;0.00;11.00;0.00;1;1985-01-15;B14;;;PA;1985-01-01
PRT;PRT000017548;;RET;2005-12-27;2005-12-27;VE-475-L;VE-475-L;NEPTUNO;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;5.30;0.00;1.37;1.41;0.00;55.93;0.00;3;1980-01-01;4K9;;;PA;1980-01-01
PRT;PRT000017549;;RET;2005-12-27;2005-12-27;VE-476-L;VE-476-L;MARIA MADALENA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.40;0.00;0.39;0.60;0.00;0.00;0.00;1;1980-01-01;4K9;;;PA;1980-01-01
PRT;PRT000017550;;RET;2005-12-27;2005-12-27;VE-48-L;VE-48-L;JOSE ISALINO;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;5.55;0.00;0.77;1.42;0.00;3.73;0.00;4;1970-01-01;4K9;;;PA;1970-01-01
PRT;PRT000017551;;DES;2005-03-07;2005-03-07;SG-235-L;SG-235-L;TANIA MAFALDA;SG;Latvia;;N;N;N;;;;;FX;FPO;LHP;;;;;8.00;0.00;3.83;4.04;0.00;34.30;0.00;1;1985-05-09;4K9;;;AC;1985-01-01
PRT;PRT000017552;;RET;2006-08-31;2006-08-31;VE-479-L;VE-479-L;MARCO PAULO;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.60;0.00;0.41;0.66;0.00;6.00;0.00;1;1985-01-15;4K9;;;PA;1985-01-01
PRT;PRT000017553;;RET;2000-02-21;2000-02-21;VE-482-L;VE-482-L;TANIA MARIZA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;5.98;0.00;1.55;2.04;0.00;16.00;0.00;1;1985-01-15;4K9;;;PA;1985-01-01
PRT;PRT000017554;;RET;2005-12-27;2005-12-27;VE-480-L;VE-480-L;MENA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.36;0.00;0.43;0.78;0.00;0.00;0.00;1;1985-01-15;4K9;;;PA;1985-01-01
