OID_;World Port Index Number;Region Name;Main Port Name;Alternate Port Name;UN/LOCODE;Country Code;World Water Body;IHO S-130 Sea Area;Sailing Direction or Publication;Publication Link;Standard Nautical Chart;IHO S-57 Electronic Navigational Chart;IHO S-101 Electronic Navigational Chart;Digital Nautical Chart;Tidal Range (m);Entrance Width (m);Channel Depth (m);Anchorage Depth (m);Cargo Pier Depth (m);Oil Terminal Depth (m);Liquified Natural Gas Terminal Depth (m);Maximum Vessel Length (m);Maximum Vessel Beam (m);Maximum Vessel Draft (m);Offshore Maximum Vessel Length (m);Offshore Maximum Vessel Beam (m);Offshore Maximum Vessel Draft (m);Harbor Size;Harbor Type;Harbor Use;Shelter Afforded;Entrance Restriction - Tide;Entrance Restriction - Heavy Swell;Entrance Restriction - Ice;Entrance Restriction - Other;Overhead Limits;Underkeel Clearance Management System;Good Holding Ground;Turning Area;Port Security;Estimated Time of Arrival Message;Quarantine - Pratique;Quarantine - Sanitation;Quarantine - Other;Traffic Separation Scheme;Vessel Traffic Service;First Port of Entry;US Representative;Pilotage - Compulsory;Pilotage - Available;Pilotage - Local Assistance;Pilotage - Advisable;Tugs - Salvage;Tugs - Assistance;Communications - Telephone;Communications - Telefax;Communications - Radio;Communications - Radiotelephone;Communications - Airport;Communications - Rail;Search and Rescue;NAVAREA;Facilities - Wharves;Facilities - Anchorage;Facilities - Dangerous Cargo Anchorage;Facilities - Med Mooring;Facilities - Beach Mooring;Facilities - Ice Mooring;Facilities - Ro-Ro;Facilities - Solid Bulk;Facilities - Liquid Bulk;Facilities - Container;Facilities - Breakbulk;Facilities - Oil Terminal;Facilities - LNG Terminal;Facilities - Other;Medical Facilities;Garbage Disposal;Chemical Holding Tank Disposal;Degaussing;Dirty Ballast Disposal;Cranes - Fixed;Cranes - Mobile;Cranes - Floating;Cranes Container;Lifts - 100+ Tons;Lifts - 50-100 Tons;Lifts - 25-49 Tons;Lifts - 0-24 Tons;Services - Longshoremen;Services - Electricity;Services -Steam;Services - Navigation Equipment;Services - Electrical Repair;Services - Ice Breaking;Services -Diving;Supplies - Provisions;Supplies - Potable Water;Supplies - Fuel Oil;Supplies - Diesel Oil;Supplies - Aviation Fuel;Supplies - Deck;Supplies - Engine;Repairs;Dry Dock;Railway;Latitude;Longitude;Position
2025.0;27670.0;Finland -- 27380;Kaskinen;Kasko;FIKAS;Finland;"Gulf of Bothnia; Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub195bk.pdf&type=view;44240, 44310; ; ;coa22u, gen22d;0.0;0.0;7.9;14.0;6.4;0.0;0.0;166.0;25.0;9.0;0.0;0.0;0.0;Medium;Coastal (Natural);Unknown;Good;No;No;Yes;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Yes;No;Yes;Unknown;Unknown;Yes;Unknown;No;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;No;Yes;No;No;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Limited;Unknown;Small;62.383333;21.233333;62.383333,21.233333,0.000001
2026.0;28170.0;Finland -- 27380;Ekenas; ;FITAI;Finland;"Gulf of Finland; Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub195bk.pdf&type=view;44320, 44340; ; ;coa22v, gen22d;5.0;0.0;4.9;4.9;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Natural);Unknown;Good;No;No;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;No;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;59.983333;23.433333;59.983333,23.433333,0.000001
2027.0;28180.0;Finland -- 27380;Jussaro;Stor Jussaro;FIJUS;Finland;"Gulf of Finland; Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub195bk.pdf&type=view;44320, 44340; ; ;coa22v, gen22d;0.0;0.0;4.9;23.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Good;No;No;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;Yes;Unknown;Unknown;Unknown;No;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;I;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Emergency Only;Unknown;Unknown;59.833333;23.566667;59.833333,23.566667,0.000001
2028.0;28187.0;Finland -- 27380;Inkoo; ;FIINK;Finland;"Gulf of Finland; Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub195bk.pdf&type=view;44340.0; ; ;coa22v, gen22d;0.0;0.0;12.5;20.1;6.4;0.0;0.0;229.7;32.2;0.0;0.0;0.0;0.0;Very Small;River (Basins);Unknown;Fair;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;I;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Yes;Yes;No;Yes;No;No;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Limited;Unknown;Small;60.016667;23.916667;60.016667,23.916667,0.000001
2029.0;28310.0;Russia -- 28250;Gavan Vysotsk;"Trangsund; Uras; Vysotsk";RUVYS;Russia;"Gulf of Finland; Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub195bk.pdf&type=view;44360.0; ; ;coa22v, gen22d, h2228300;2.0;0.0;7.9;14.0;7.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Canal or Lake;Unknown;Good;No;No;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Yes;No;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Limited;Unknown;Small;60.616667;28.566667;60.616667,28.566667,0.000001
2030.0;33190.0;Scotland West Coast -- 32790;Corpach; ;GBCOR;United Kingdom;North Atlantic Ocean; ;Sailing Directions Pub. 141 (Enroute) - Scotland;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view; ; ; ;coa20i, gen20b, h2033190;4.0;0.0;4.9;17.1;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Natural);Unknown;Fair;Yes;No;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Unknown;No;No;Yes;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;I;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Large;56.85;-5.116667;56.850000,-5.116667,0.000001
2031.0;28654.0;Lithuania -- 28650;Butinge Oil Terminal;Butinge Marine Terminal;LTBOT;Lithuania;"Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part);https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view;802191.0; ; ;a2228640, coa22n, gen22e;1.0;0.0;20.1;20.1;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;Very Small;Open Roadstead;Unknown;Poor;Unknown;Unknown;Yes;Yes;No;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;I;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;No;No;Yes;No;No;No;No;Unknown;Yes;No;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;56.033333;20.95;56.033333,20.950000,0.000001
2032.0;28680.0;Russia -- 28670;Baltiysk;Pillau;RUBLT;Russia;"Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part);https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view;806266.0; ; ;a2228680, coa22j, gen22e, h2228680;0.0;0.0;9.4;14.0;7.9;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Breakwater);Unknown;Fair;No;No;Yes;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Limited;Small;Unknown;54.633333;19.9;54.633333,19.900000,0.000001
2033.0;28920.0;Germany -- 28826;Heiligenhafen; ;DEHHF;Germany;"Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part);https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view;44067.0; ; ;a2129710, coa21d, gen21a;0.0;0.0;5.0;6.4;3.4;0.0;0.0;116.0;0.0;4.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Good;No;No;Yes;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;No;No;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;No;Yes;No;No;Yes;No;No;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Small;54.366667;10.983333;54.366667,10.983333,0.000001
2034.0;28950.0;Germany -- 28826;Eckernforde; ;DEECK;Germany;"Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part);https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view;44065.0; ; ;a2128930, coa21d, gen21a, h2128950;1.0;0.0;6.4;20.0;4.9;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;Small;River (Basins);Unknown;Good;No;No;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;No;No;No;No;No;No;No;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;No;No;Yes;No;No;Unknown;No;No;Unknown;Unknown;No;No;No;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;;Unknown;Unknown;54.483333;9.833333;54.483333,9.833333,0.000001
2045.0;23760.0;Norway -- 20620;Holmestrand; ;NOHOL;Norway;"Skagerrak; North Atlantic Ocean"; ;Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view;43370.0; ; ;a2123810, gen21a;0.0;0.0;20.1;20.1;3.4;0.0;0.0;0.0;0.0;6.8;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Good;No;No;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Unknown;No;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;I;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;No;Yes;No;No;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Limited;Unknown;Small;59.490555556;10.326666667;59.490556,10.326667,0.000001
2049.0;33160.0;Scotland West Coast -- 32790;Lochaline;Loch Aline;GBLOL;United Kingdom;North Atlantic Ocean; ;Sailing Directions Pub. 141 (Enroute) - Scotland;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view; ; ; ;a2032790, coa20i, gen20b, h2033250;5.0;0.0;0.0;14.0;7.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;River (Basins);Unknown;Fair;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;56.55;-5.766667;56.550000,-5.766667,0.000001
2050.0;33170.0;Scotland West Coast -- 32790;Craignure; ;GBCNU;United Kingdom;North Atlantic Ocean; ;Sailing Directions Pub. 141 (Enroute) - Scotland;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view; ; ; ;a2032790, coa20i, gen20b, h2033250;0.0;0.0;12.5;7.9;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Fair;No;No;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;I;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Emergency Only;Unknown;Unknown;56.466667;-5.7;56.466667,-5.700000,0.000001
2051.0;33210.0;Scotland West Coast -- 32790;Glensanda; ;GBGSA;United Kingdom;North Atlantic Ocean; ;Sailing Directions Pub. 141 (Enroute) - Scotland;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view; ; ; ;a2032790, coa20i, gen20b, h2033250;4.0;0.0;20.1;23.2;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;River (Natural);Unknown;Good;No;No;No;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Yes;Yes;Unknown;No;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;;Unknown;Unknown;56.566667;-5.533333;56.566667,-5.533333,0.000001
2052.0;33250.0;Scotland West Coast -- 32790;Oban; ;GBOBA;United Kingdom;North Atlantic Ocean; ;Sailing Directions Pub. 141 (Enroute) - Scotland;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view;37036.0; ; ;a2032790, coa20i, gen20b, h2033250;3.0;0.0;12.5;11.0;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Natural);Unknown;Excellent;No;No;No;Yes;Unknown;Unknown;No;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;No;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Unknown;Moderate;Unknown;Medium;56.416667;-5.466667;56.416667,-5.466667,0.000001
2053.0;33290.0;Scotland West Coast -- 32790;Crinan (Canal); ;GBCNC;United Kingdom;North Atlantic Ocean; ;Sailing Directions Pub. 141 (Enroute) - Scotland;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view;37036.0; ; ;a2032790, coa20i, gen20b;3.0;0.0;1.8;3.4;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Canal or Lake;Unknown;Good;No;No;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;No;Yes;Yes;Yes;No;No;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;I;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;56.083333;-5.566667;56.083333,-5.566667,0.000001
2054.0;33577.0;Scotland West Coast -- 32790;Bangor; ;GBBAN;United Kingdom;North Atlantic Ocean; ;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;36011.0; ; ;a2033770, coa20i, gen20b, h2033770;3.0;0.0;4.9;7.9;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;River (Basins);Unknown;Fair;Yes;No;No;Yes;No;Unknown;Yes;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;No;Yes;No;No;No;No;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Small;54.65;-5.666667;54.650000,-5.666667,0.000001
2055.0;34190.0;Ireland -- 33840;Castletown Bearhaven; ;IECTB;Ireland;North Atlantic Ocean; ;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;35139, 35140; ; ;a1934260, coa19f, gen19a, h1934240;4.0;0.0;7.9;7.9;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Fair;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;No;No;Yes;Unknown;Unknown;No;No;Unknown;Unknown;Yes;Unknown;No;No;Unknown;I;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;51.65;-9.916667;51.650000,-9.916667,0.000001
2056.0;34200.0;Ireland -- 33840;Kilrush; ;IEKLR;Ireland;North Atlantic Ocean; ;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;35131, 35138; ; ;coa19f, gen19a, h1934130;5.0;0.0;4.9;7.9;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;River (Tide Gates);Unknown;Fair;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;No;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Medium;Unknown;52.633333;-9.5;52.633333,-9.500000,0.000001
2057.0;34640.0;England West Coast -- 34580;Heysham; ;GBHYM;United Kingdom;"Irish Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;36025.0; ; ;gen20b;9.0;0.0;11.0;11.0;4.9;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Excellent;Yes;No;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Yes;No;No;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;54.033333;-2.916667;54.033333,-2.916667,0.000001
2058.0;34650.0;England West Coast -- 34580;Liverpool Bay Terminal; ;GBLIB;United Kingdom;"Irish Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;36025.0; ; ;a2034690, coa20j, gen20b;8.0;0.0;0.0;0.0;0.0;23.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Open Roadstead;Unknown;Poor;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;I;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;No;Unknown;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;53.533333;-3.55;53.533333,-3.550000,0.000001
